id,price_doc
30596,6923788.0
30597,6774090.0
30598,10005886.0
30599,11980410.0
30600,4620625.5
30601,6609162.0
30602,1889223.25
30603,12882376.0
30604,4693813.5
30605,6928459.5
30606,25417842.0
30607,7167323.5
30608,8631706.0
30609,6332615.0
30610,3349781.0
30611,5292010.0
30612,7644830.0
30613,8433386.0
30614,18413194.0
30615,7757002.0
30616,5498623.5
30617,9841452.0
30618,5365898.0
30619,4362046.5
30620,2977155.25
30621,9111742.0
30622,8767456.0
30623,6429583.5
30624,6939164.5
30625,8059239.0
30626,6820791.0
30627,7852048.5
30628,6679924.0
30629,5541559.5
30630,4718950.0
30631,6180657.5
30632,4074397.5
30633,6148670.5
30634,12325674.0
30635,10030214.0
30636,5696787.5
30637,9750782.0
30638,6371821.0
30639,7336824.5
30640,4689369.0
30641,8852304.0
30642,6828500.0
30643,8486694.0
30644,10005886.0
30645,7099919.5
30646,5558302.5
30647,4992217.5
30648,26137152.0
30649,2310359.25
30650,5006436.5
30651,3523085.75
30652,4737689.5
30653,7313145.0
30654,4613584.5
30655,13910626.0
30656,4039245.75
30657,6580473.0
30658,9598128.0
30659,4805706.5
30660,8532488.0
30661,6967567.0
30662,8466748.0
30663,15953656.0
30664,13407446.0
30665,6282384.5
30666,2772750.5
30667,4345663.0
30668,9141362.0
30669,4818385.0
30670,2465974.0
30671,7828927.5
30672,16468866.0
30673,10853474.0
30674,13345276.0
30675,2057409.25
30676,6614162.5
30677,4726743.0
30678,18340432.0
30679,6363137.5
30680,5079391.5
30681,2483313.25
30682,9010030.0
30683,10345486.0
30684,5279446.0
30685,7753671.0
30686,9307576.0
30687,5189696.0
30688,4563648.5
30689,16304858.0
30690,28344142.0
30691,5001618.5
30692,6163630.5
30693,12732944.0
30694,5404061.0
30695,7516048.5
30696,7638772.5
30697,12617790.0
30698,7870884.5
30699,6286980.5
30700,5011753.5
30701,10005886.0
30702,6445968.5
30703,3944775.5
30704,11744958.0
30705,9871676.0
30706,26108832.0
30707,3637571.5
30708,14992010.0
30709,6074971.0
30710,7360520.0
30711,4859395.5
30712,4276348.0
30713,7166491.5
30714,7825957.5
30715,4059736.0
30716,10345486.0
30717,6954813.5
30718,10766454.0
30719,15344638.0
30720,7810493.0
30721,5467384.0
30722,7199741.0
30723,6353815.0
30724,11705056.0
30725,6941673.5
30726,12222242.0
30727,9954112.0
30728,11181658.0
30729,3400158.75
30730,6323352.5
30731,6383400.5
30732,4342705.5
30733,9604610.0
30734,6495005.0
30735,5516006.0
30736,5696969.0
30737,6968714.5
30738,6679391.0
30739,4281649.5
30740,7189988.0
30741,11198980.0
30742,4215579.0
30743,5219956.5
30744,9625934.0
30745,6823512.5
30746,5642469.0
30747,15648644.0
30748,17418450.0
30749,5024517.5
30750,6658330.5
30751,3481985.0
30752,7598689.0
30753,9770250.0
30754,6257893.0
30755,4949672.0
30756,5890028.0
30757,5484607.0
30758,11282908.0
30759,6680484.5
30760,4448190.5
30761,10919550.0
30762,6874427.0
30763,12235094.0
30764,5980133.0
30765,6028130.0
30766,3704583.0
30767,10271956.0
30768,4687474.5
30769,7744667.0
30770,6236396.0
30771,3244591.75
30772,8590682.0
30773,8159113.5
30774,5955720.5
30775,12515088.0
30776,6284773.0
30777,6207616.0
30778,10139758.0
30779,6911638.0
30780,7869922.0
30781,6799939.0
30782,5307988.5
30783,5703821.5
30784,3659085.5
30785,5623511.0
30786,3952980.0
30787,6184198.0
30788,5623023.0
30789,8048320.0
30790,7010093.5
30791,9852578.0
30792,6564664.0
30793,11597576.0
30794,14223306.0
30795,11506342.0
30796,11838382.0
30797,15065436.0
30798,2723752.5
30799,10930260.0
30800,15141662.0
30801,5927734.5
30802,22303614.0
30803,2918135.75
30804,3948572.25
30805,15703952.0
30806,6508964.0
30807,6207831.5
30808,10494270.0
30809,5093173.5
30810,11522746.0
30811,4566668.0
30812,5751120.5
30813,5015059.0
30814,2499867.0
30815,4255153.5
30816,8911252.0
30817,1858417.25
30818,8131435.0
30819,9143782.0
30820,5419797.0
30821,25579070.0
30822,9539624.0
30823,6839424.0
30824,3668377.0
30825,5281009.5
30826,10605842.0
30827,5550185.5
30828,5865913.0
30829,5422933.0
30830,9058056.0
30831,6662833.5
30832,6165003.0
30833,5265316.5
30834,4367985.5
30835,7552312.0
30836,6841569.5
30837,5365500.5
30838,5166969.0
30839,6355228.5
30840,11300150.0
30841,12488278.0
30842,7886119.0
30843,5835572.5
30844,6826876.0
30845,10719514.0
30846,4342557.0
30847,6080834.0
30848,8579436.0
30849,4477674.5
30850,4116624.0
30851,5302516.5
30852,7161181.5
30853,4459804.0
30854,6413623.0
30855,7222668.5
30856,8782674.0
30857,2410984.5
30858,4033893.25
30859,6122445.5
30860,6244401.0
30861,8788928.0
30862,6738756.5
30863,5413450.0
30864,6853467.5
30865,9169180.0
30866,7335956.0
30867,6278902.5
30868,9584786.0
30869,5740722.0
30870,5163326.0
30871,8866430.0
30872,5077736.5
30873,3901969.5
30874,5227923.5
30875,5913043.0
30876,4914365.5
30877,10496994.0
30878,5593762.0
30879,11456106.0
30880,6002907.5
30881,1740059.25
30882,9584920.0
30883,4708150.0
30884,5698503.5
30885,5304600.0
30886,7510684.0
30887,5802209.0
30888,4524267.0
30889,5284447.0
30890,7370429.5
30891,3578776.0
30892,3704583.0
30893,4092435.5
30894,5921668.5
30895,4303367.0
30896,6391763.5
30897,7649688.0
30898,6932317.0
30899,6296627.5
30900,3726447.0
30901,7121222.5
30902,1953528.25
30903,7113376.0
30904,8787834.0
30905,5655705.0
30906,6509893.5
30907,12882552.0
30908,4144907.0
30909,13097040.0
30910,6708339.0
30911,4478822.5
30912,6790398.0
30913,19812686.0
30914,6612671.0
30915,8443370.0
30916,5670845.0
30917,9535344.0
30918,6908406.5
30919,4888129.0
30920,5032774.0
30921,4094651.0
30922,6021498.0
30923,3713843.0
30924,5161349.5
30925,15048452.0
30926,7285932.5
30927,8029950.5
30928,5446204.0
30929,5161349.5
30930,9769490.0
30931,10876780.0
30932,5443038.5
30933,5252297.0
30934,14264914.0
30935,6849484.5
30936,6472250.0
30937,8898608.0
30938,4803079.0
30939,9962964.0
30940,6664659.5
30941,6642532.0
30942,3856198.5
30943,6637789.5
30944,5067637.0
30945,4082166.25
30946,13714358.0
30947,6919252.5
30948,8752274.0
30949,6324348.5
30950,6250801.0
30951,15272820.0
30952,7656739.5
30953,11208838.0
30954,4933597.5
30955,7095124.0
30956,7751645.5
30957,6147801.5
30958,30099246.0
30959,8302191.0
30960,7633512.0
30961,10326114.0
30962,11534430.0
30963,3880902.0
30964,5236045.0
30965,6951622.5
30966,12600760.0
30967,12846618.0
30968,3173630.0
30969,3653031.5
30970,6444209.5
30971,11254424.0
30972,3804288.5
30973,5217182.5
30974,5043062.0
30975,7589335.5
30976,5277935.0
30977,6975088.0
30978,8786134.0
30979,3737346.25
30980,7156153.5
30981,5634664.0
30982,6783688.5
30983,3953587.75
30984,5698503.5
30985,3777257.5
30986,10236536.0
30987,9092168.0
30988,7060181.0
30989,7447431.0
30990,13710714.0
30991,9206376.0
30992,2850601.25
30993,8119792.0
30994,4763001.0
30995,7632080.0
30996,5685267.5
30997,7309625.0
30998,6438865.0
30999,7434948.0
31000,8248891.0
31001,6002907.5
31002,9768730.0
31003,8703928.0
31004,4333318.0
31005,2687993.5
31006,7640660.0
31007,5651895.0
31008,5773598.5
31009,7247844.0
31010,6723947.5
31011,4198385.0
31012,5830857.0
31013,7108176.5
31014,17505110.0
31015,7952555.5
31016,4111876.25
31017,9846958.0
31018,5530264.0
31019,4551200.5
31020,7234729.5
31021,12358180.0
31022,20322150.0
31023,10106624.0
31024,5094084.5
31025,6249384.5
31026,6367992.5
31027,4536121.5
31028,4412300.0
31029,9611926.0
31030,5871622.5
31031,9154270.0
31032,10279816.0
31033,8851648.0
31034,7445396.0
31035,9234730.0
31036,7308229.5
31037,26614610.0
31038,4441098.5
31039,9565138.0
31040,5786531.5
31041,4472317.0
31042,3157645.0
31043,6313523.0
31044,9098966.0
31045,7845054.0
31046,13015502.0
31047,8211726.5
31048,5786480.0
31049,5054361.5
31050,7584406.0
31051,6403701.5
31052,3885587.25
31053,16713070.0
31054,6085310.0
31055,5574739.5
31056,12764584.0
31057,5592357.5
31058,7324087.5
31059,3081549.75
31060,6926191.5
31061,6306363.0
31062,6559086.0
31063,3743700.25
31064,5068102.5
31065,11412650.0
31066,4116707.25
31067,8542058.0
31068,4299981.5
31069,4594485.0
31070,5047151.0
31071,3630658.25
31072,8555738.0
31073,1740059.25
31074,7470035.5
31075,6606716.0
31076,7536977.0
31077,5580526.0
31078,4279964.5
31079,4993421.5
31080,6774580.5
31081,2994695.75
31082,11061214.0
31083,5093173.5
31084,9883032.0
31085,12064826.0
31086,3874285.25
31087,5237347.0
31088,8679518.0
31089,6995677.5
31090,33775664.0
31091,3401223.0
31092,6897878.0
31093,6282384.5
31094,6751018.0
31095,5631624.0
31096,22735778.0
31097,11488678.0
31098,11834826.0
31099,21971868.0
31100,4884424.5
31101,4465292.5
31102,6703089.5
31103,11034854.0
31104,5844874.0
31105,8431592.0
31106,4427909.5
31107,10709948.0
31108,6754591.5
31109,5430889.5
31110,9427814.0
31111,10933816.0
31112,6534869.5
31113,3544271.25
31114,4629504.0
31115,5614240.5
31116,5967394.0
31117,6225633.0
31118,3945349.0
31119,3199779.25
31120,6309765.5
31121,6576576.0
31122,6166301.0
31123,5118894.0
31124,6026488.0
31125,12705900.0
31126,21619890.0
31127,5580979.0
31128,6316271.5
31129,5472446.0
31130,12848336.0
31131,7299296.0
31132,10166380.0
31133,10668790.0
31134,6656309.0
31135,9990458.0
31136,10078374.0
31137,4810532.5
31138,7359228.0
31139,4009622.75
31140,7287534.0
31141,7567140.5
31142,9852280.0
31143,5244055.0
31144,3925016.5
31145,6135555.5
31146,5800074.0
31147,14371292.0
31148,6255878.5
31149,2022154.875
31150,8579436.0
31151,4972594.0
31152,8570174.0
31153,5319572.0
31154,16365168.0
31155,7105637.0
31156,7459104.0
31157,4333634.5
31158,9501812.0
31159,5903262.0
31160,5508368.5
31161,3579604.75
31162,4678910.0
31163,5880990.5
31164,5949396.0
31165,6412369.5
31166,5707497.0
31167,7765500.0
31168,11284930.0
31169,8296086.5
31170,5487242.0
31171,12470802.0
31172,5255613.5
31173,11265520.0
31174,12019028.0
31175,16961220.0
31176,5266215.0
31177,8439310.0
31178,4443881.0
31179,4924138.0
31180,4193387.25
31181,10800530.0
31182,7541942.5
31183,8337567.5
31184,5535054.5
31185,4333318.0
31186,9315638.0
31187,3638122.25
31188,5117613.0
31189,4927837.0
31190,7533340.5
31191,12874824.0
31192,4060504.25
31193,5505204.5
31194,10508614.0
31195,7307321.0
31196,5136543.0
31197,13753926.0
31198,5751538.0
31199,6794622.0
31200,10270382.0
31201,3965692.0
31202,3819957.0
31203,6102241.5
31204,3659338.75
31205,8579798.0
31206,6289521.5
31207,4233319.0
31208,4895461.0
31209,4253309.0
31210,5712507.0
31211,7960770.5
31212,5204934.5
31213,11125000.0
31214,6843315.5
31215,5077736.5
31216,5698503.5
31217,6926884.5
31218,8114573.5
31219,3463313.5
31220,7513655.5
31221,3846150.5
31222,7084923.0
31223,9730282.0
31224,7343096.5
31225,12512022.0
31226,5985976.0
31227,9670846.0
31228,11784124.0
31229,4550125.0
31230,5828260.5
31231,4272964.5
31232,7431921.0
31233,6652446.0
31234,6683497.0
31235,5489098.5
31236,6490895.0
31237,10999152.0
31238,6794622.0
31239,13654854.0
31240,7021807.0
31241,6483535.0
31242,7021961.0
31243,3840371.25
31244,7014157.0
31245,8484818.0
31246,11210850.0
31247,5609983.5
31248,7280399.0
31249,9893778.0
31250,5773376.0
31251,6883393.0
31252,5999433.5
31253,8946706.0
31254,5906539.5
31255,12441226.0
31256,6995267.5
31257,5150523.5
31258,8779986.0
31259,11133696.0
31260,7848584.0
31261,24234852.0
31262,5655705.0
31263,5947456.5
31264,3971707.25
31265,11532802.0
31266,8095150.5
31267,3978648.0
31268,4200458.5
31269,8086155.0
31270,4329238.0
31271,5195320.0
31272,16291342.0
31273,7798096.5
31274,6029459.0
31275,6457595.0
31276,5789059.0
31277,5459890.5
31278,14436878.0
31279,14245226.0
31280,8214572.5
31281,6859590.0
31282,12309072.0
31283,6062449.5
31284,4252122.5
31285,5446261.5
31286,7548870.0
31287,10272610.0
31288,4415277.5
31289,9147368.0
31290,6070159.5
31291,6501552.5
31292,3756501.5
31293,6971358.5
31294,4011087.0
31295,18088488.0
31296,9871100.0
31297,8220508.5
31298,3756385.25
31299,9873246.0
31300,6789027.0
31301,6267027.0
31302,5557967.0
31303,8619302.0
31304,7200027.5
31305,9255918.0
31306,3344026.25
31307,6126851.5
31308,8277506.0
31309,8923128.0
31310,61178580.0
31311,5434798.5
31312,5899315.0
31313,12755716.0
31314,6679924.0
31315,10240466.0
31316,11270288.0
31317,18827790.0
31318,9255880.0
31319,6742576.5
31320,6242644.0
31321,6796736.0
31322,6070896.0
31323,7866858.0
31324,6058912.0
31325,6632631.0
31326,5270293.0
31327,7766367.5
31328,13208460.0
31329,5479119.5
31330,11316642.0
31331,8438820.0
31332,5998915.5
31333,5483682.0
31334,4224664.0
31335,7909183.0
31336,8551272.0
31337,7592187.5
31338,4494881.5
31339,5279119.5
31340,7128054.5
31341,9873246.0
31342,5151513.5
31343,3599162.25
31344,4350611.5
31345,5087586.0
31346,3719099.75
31347,7822685.0
31348,11641928.0
31349,11319890.0
31350,3583982.75
31351,5923364.0
31352,10105852.0
31353,5307987.5
31354,7788884.5
31355,9628792.0
31356,4369211.0
31357,5074840.5
31358,2428717.5
31359,6187720.0
31360,8568840.0
31361,5070417.0
31362,10233072.0
31363,5408904.5
31364,3626069.0
31365,3881490.25
31366,6839061.0
31367,10075996.0
31368,6720181.0
31369,4423726.0
31370,9542708.0
31371,8393302.0
31372,6925142.5
31373,5811274.5
31374,6426750.0
31375,5668844.5
31376,6794622.0
31377,9250342.0
31378,6041546.0
31379,34754968.0
31380,3969544.5
31381,8069580.5
31382,5840848.0
31383,7709346.5
31384,24636398.0
31385,13829422.0
31386,8748162.0
31387,12821876.0
31388,5373142.0
31389,4339185.5
31390,6754515.5
31391,5319572.0
31392,9756318.0
31393,9051350.0
31394,5999387.5
31395,4385260.5
31396,9113192.0
31397,6541553.5
31398,2413391.75
31399,11436678.0
31400,4423419.0
31401,11904680.0
31402,10005024.0
31403,5068102.5
31404,4707450.5
31405,4281134.0
31406,6261503.5
31407,3693888.75
31408,6184198.0
31409,4991800.5
31410,11802980.0
31411,8673144.0
31412,10412174.0
31413,7555681.0
31414,4200779.0
31415,15233222.0
31416,6469102.0
31417,4557304.0
31418,7384733.0
31419,10365690.0
31420,9075206.0
31421,6979563.5
31422,6274599.5
31423,7110367.0
31424,20241612.0
31425,6144845.0
31426,5037327.5
31427,6951267.5
31428,7916277.5
31429,13830344.0
31430,4948305.0
31431,5513066.0
31432,5178860.0
31433,6095008.5
31434,3975455.0
31435,10990046.0
31436,9862700.0
31437,12729152.0
31438,8540774.0
31439,12266056.0
31440,7065416.5
31441,6660673.0
31442,7602716.5
31443,12623784.0
31444,6599901.5
31445,11348922.0
31446,14437350.0
31447,6157814.5
31448,8247377.0
31449,7969891.5
31450,6746629.5
31451,8147882.5
31452,11401650.0
31453,3285310.0
31454,5425502.0
31455,7664548.5
31456,5068102.5
31457,5327569.5
31458,17268706.0
31459,8068334.0
31460,5094381.0
31461,4903456.5
31462,3681536.5
31463,5515406.5
31464,8975726.0
31465,5480293.0
31466,49790576.0
31467,3703178.5
31468,15709192.0
31469,5021252.0
31470,5591570.5
31471,12422320.0
31472,2463306.75
31473,7377369.5
31474,4029940.0
31475,7150519.0
31476,22176902.0
31477,7952705.0
31478,5467209.5
31479,5913271.5
31480,9945204.0
31481,8381834.0
31482,10026214.0
31483,9308788.0
31484,6867047.5
31485,3218805.25
31486,3006396.0
31487,5022630.5
31488,14884758.0
31489,7931019.0
31490,6330950.0
31491,6120185.5
31492,8576600.0
31493,9166344.0
31494,5456422.0
31495,5552922.5
31496,9325140.0
31497,4584145.0
31498,6188362.5
31499,11543014.0
31500,10505464.0
31501,9645752.0
31502,9319752.0
31503,6060198.5
31504,9816736.0
31505,19770390.0
31506,7498415.5
31507,6966758.5
31508,6599767.0
31509,6025702.0
31510,5709876.5
31511,5111550.5
31512,5781622.0
31513,24216148.0
31514,26043134.0
31515,1990434.125
31516,15918660.0
31517,6567335.5
31518,8196515.0
31519,6159561.0
31520,5902996.0
31521,4992201.0
31522,4413312.0
31523,6635129.5
31524,8596898.0
31525,11456436.0
31526,5697235.0
31527,7328937.5
31528,4816903.0
31529,6130912.5
31530,6297501.5
31531,9655938.0
31532,5655705.0
31533,14106642.0
31534,8010753.5
31535,10463058.0
31536,7319657.5
31537,3945439.0
31538,5008778.5
31539,3810163.75
31540,9721062.0
31541,2839886.75
31542,5774695.5
31543,3915658.0
31544,5003094.0
31545,7932487.5
31546,12882376.0
31547,5684907.0
31548,6164260.5
31549,5462305.5
31550,5628506.0
31551,6078270.5
31552,7425029.5
31553,5983937.5
31554,7776935.5
31555,3863052.25
31556,6685572.5
31557,6201276.5
31558,10272610.0
31559,2739680.25
31560,7057127.5
31561,6936419.0
31562,38329304.0
31563,4042677.5
31564,9370182.0
31565,9299806.0
31566,6249322.5
31567,16117262.0
31568,6434444.5
31569,6849484.5
31570,7098095.5
31571,6336482.0
31572,3869780.5
31573,5691311.5
31574,11955538.0
31575,5586221.0
31576,7144416.0
31577,5011190.0
31578,8494932.0
31579,5501418.0
31580,7498483.0
31581,5566338.0
31582,7017040.0
31583,8127448.0
31584,4167023.75
31585,6763108.5
31586,11979116.0
31587,15515822.0
31588,9276958.0
31589,3671224.25
31590,5968934.0
31591,6883290.0
31592,7556207.0
31593,7664018.5
31594,9111790.0
31595,5898142.5
31596,3770717.0
31597,5738581.0
31598,3495918.25
31599,6904392.0
31600,7523818.0
31601,14619106.0
31602,5486011.0
31603,17237814.0
31604,5037664.0
31605,5094381.0
31606,6416021.0
31607,7560224.0
31608,5325752.0
31609,5655272.5
31610,7377001.5
31611,5661475.0
31612,6179118.5
31613,5103719.0
31614,14476164.0
31615,9901804.0
31616,11508316.0
31617,4564634.5
31618,6941300.5
31619,9891132.0
31620,4009621.5
31621,6545309.5
31622,34506252.0
31623,10650280.0
31624,5036638.0
31625,10084270.0
31626,5928954.0
31627,7035522.5
31628,12572086.0
31629,10035114.0
31630,3966584.75
31631,5835437.5
31632,20295990.0
31633,5619928.0
31634,8869232.0
31635,12193628.0
31636,6476684.0
31637,5476126.0
31638,7396687.0
31639,3872700.0
31640,11238222.0
31641,3861531.5
31642,3305878.5
31643,5942821.0
31644,11178032.0
31645,6128032.5
31646,8471178.0
31647,5366383.5
31648,12582088.0
31649,6400661.0
31650,6440194.0
31651,12573410.0
31652,5556251.0
31653,5656160.5
31654,5727582.5
31655,4383817.5
31656,24451256.0
31657,7431542.5
31658,4187534.0
31659,7526472.5
31660,5873267.5
31661,5256354.0
31662,6759530.0
31663,3944067.75
31664,3580046.0
31665,4409914.0
31666,5081934.0
31667,8101362.0
31668,9845574.0
31669,12846842.0
31670,6772059.5
31671,5965263.5
31672,8568098.0
31673,7366047.0
31674,9023990.0
31675,7468475.0
31676,7807256.0
31677,5133349.5
31678,5064296.5
31679,8513480.0
31680,7560457.0
31681,6156723.0
31682,3797175.75
31683,6742576.5
31684,5159480.0
31685,3827517.75
31686,11748002.0
31687,10664034.0
31688,11194850.0
31689,3764899.75
31690,7024372.5
31691,3823937.5
31692,4435990.0
31693,6448310.0
31694,6967609.5
31695,6883393.0
31696,3652977.75
31697,5153300.5
31698,3584601.5
31699,5741663.0
31700,5298227.0
31701,9033094.0
31702,6304792.0
31703,9075468.0
31704,6273259.0
31705,8863710.0
31706,5752288.0
31707,11562046.0
31708,8887438.0
31709,5285485.5
31710,10989260.0
31711,7699423.0
31712,8471540.0
31713,5399289.5
31714,5640027.5
31715,5295460.5
31716,6244145.5
31717,9500532.0
31718,4862972.5
31719,7859538.5
31720,4950007.5
31721,4761444.0
31722,6138769.5
31723,6013474.5
31724,6243438.0
31725,4950296.0
31726,13797220.0
31727,6317517.5
31728,4718467.5
31729,7238668.0
31730,3483312.0
31731,7102658.0
31732,8275821.0
31733,3920254.5
31734,4246075.0
31735,3141164.5
31736,6685144.0
31737,5203953.5
31738,5580979.0
31739,6800988.0
31740,7605564.5
31741,14535366.0
31742,12754328.0
31743,7630233.5
31744,4973235.5
31745,3704960.75
31746,10036782.0
31747,5073903.5
31748,16327168.0
31749,5521680.5
31750,9781182.0
31751,8730700.0
31752,4332037.0
31753,4056636.5
31754,7495836.5
31755,11702948.0
31756,2130789.0
31757,6531782.0
31758,6321923.0
31759,6379510.0
31760,6178979.0
31761,17641794.0
31762,2705847.25
31763,11720034.0
31764,5902960.5
31765,4170221.25
31766,8334848.0
31767,3771622.75
31768,6803021.5
31769,10311204.0
31770,3475372.5
31771,4012421.75
31772,9767314.0
31773,6056916.0
31774,6720587.5
31775,11225660.0
31776,1953528.25
31777,4334068.0
31778,10977950.0
31779,8102662.5
31780,6859590.0
31781,7982416.5
31782,5362100.0
31783,3763850.5
31784,6866046.0
31785,6840921.5
31786,5007257.0
31787,6907927.5
31788,5512810.0
31789,6178979.0
31790,3975455.0
31791,9042790.0
31792,7230472.5
31793,7956987.5
31794,6978426.0
31795,5475439.5
31796,4948339.0
31797,14508024.0
31798,7940353.5
31799,4224259.5
31800,5838901.0
31801,3564994.5
31802,6609791.5
31803,8039932.5
31804,5663883.0
31805,3736952.25
31806,7419608.0
31807,7184434.0
31808,8644016.0
31809,7089795.0
31810,4194397.0
31811,7559483.0
31812,7247858.5
31813,6361406.0
31814,5668566.5
31815,6157587.5
31816,5112510.5
31817,3599556.25
31818,6274565.5
31819,5978893.0
31820,10196234.0
31821,12806454.0
31822,5569052.5
31823,5072237.5
31824,4331624.5
31825,4663477.5
31826,6335531.0
31827,7960144.5
31828,5949814.5
31829,8481652.0
31830,7055227.0
31831,3293471.5
31832,12113744.0
31833,11558206.0
31834,6607118.0
31835,4615599.5
31836,7880630.0
31837,3632702.25
31838,8423914.0
31839,4542033.5
31840,10070056.0
31841,5067637.0
31842,7400453.5
31843,3743700.25
31844,5874062.5
31845,8704446.0
31846,5007257.0
31847,4921889.5
31848,5808560.0
31849,8248829.0
31850,6679924.0
31851,12227254.0
31852,6967609.5
31853,9714320.0
31854,6483535.0
31855,4700618.0
31856,6604813.0
31857,9466190.0
31858,11918478.0
31859,29543896.0
31860,6977969.0
31861,15193222.0
31862,7052440.0
31863,9042426.0
31864,3600188.75
31865,4596308.5
31866,3376493.75
31867,8863548.0
31868,5320433.0
31869,10328722.0
31870,3474812.5
31871,4821990.5
31872,11150358.0
31873,6322530.5
31874,5204127.5
31875,5506036.5
31876,5184031.5
31877,22539954.0
31878,3695469.0
31879,8124948.5
31880,9948822.0
31881,4652987.0
31882,15833252.0
31883,5014680.5
31884,5153964.5
31885,6010122.0
31886,8438288.0
31887,9677334.0
31888,3823262.5
31889,13105796.0
31890,4866725.5
31891,4108640.75
31892,3932520.25
31893,18143764.0
31894,8455232.0
31895,3553372.25
31896,3907194.75
31897,3637938.0
31898,4159482.75
31899,4153055.25
31900,6264143.5
31901,6974733.5
31902,6965871.5
31903,6837713.0
31904,4426447.0
31905,6909860.0
31906,4163261.75
31907,3937464.5
31908,3908665.5
31909,7755733.5
31910,4302915.0
31911,4029881.5
31912,6564530.0
31913,6780942.5
31914,6397798.5
31915,7231099.5
31916,4409914.0
31917,5368797.5
31918,4867723.0
31919,6691397.0
31920,3866653.0
31921,5193244.0
31922,7271710.0
31923,9045372.0
31924,10628648.0
31925,7167906.5
31926,8641032.0
31927,11523724.0
31928,6918622.5
31929,15076720.0
31930,7851342.5
31931,6720946.5
31932,8384952.0
31933,7478627.5
31934,5575164.5
31935,5131239.5
31936,4228376.0
31937,7003346.0
31938,5894764.5
31939,6268339.5
31940,7445821.0
31941,28317828.0
31942,5671781.0
31943,8642636.0
31944,3999522.0
31945,5458842.5
31946,11290956.0
31947,8538924.0
31948,6680877.0
31949,9480188.0
31950,12603018.0
31951,6214757.0
31952,5499031.0
31953,3764855.0
31954,11212520.0
31955,5350316.5
31956,9014130.0
31957,4329400.5
31958,4132335.0
31959,12685394.0
31960,6817213.0
31961,8736144.0
31962,4941283.0
31963,7386571.5
31964,4702712.0
31965,5810206.5
31966,12643466.0
31967,12385158.0
31968,7157020.5
31969,21286630.0
31970,5606994.0
31971,4048179.0
31972,5744106.5
31973,5128425.0
31974,7211855.5
31975,4081440.5
31976,4436192.0
31977,9801716.0
31978,5360057.0
31979,4833848.5
31980,4923921.0
31981,6455694.5
31982,8293906.0
31983,11464072.0
31984,7923024.0
31985,4801063.0
31986,4210704.5
31987,6094655.5
31988,7500766.0
31989,13646022.0
31990,3478103.75
31991,10350080.0
31992,4738356.0
31993,9136540.0
31994,6971358.5
31995,7602265.0
31996,11694284.0
31997,5897839.0
31998,3960943.5
31999,5834817.5
32000,6147880.0
32001,62652156.0
32002,21658910.0
32003,9645446.0
32004,6909387.5
32005,4891083.5
32006,16613230.0
32007,9873836.0
32008,7035589.0
32009,3924281.5
32010,7702682.0
32011,4876053.5
32012,1772216.125
32013,5513066.0
32014,6124753.0
32015,8867068.0
32016,6693528.0
32017,10564340.0
32018,6425516.0
32019,5973467.5
32020,5529242.0
32021,9122318.0
32022,5849931.0
32023,4113007.25
32024,5978893.0
32025,5505230.0
32026,4744746.0
32027,7850060.0
